RETAILER_CODE,RETAILER_YEAR,RETAILER_MONTH,RETAILER_SALES
1397,2010,12,198219.41
1397,2011,1,143579.01
1397,2011,2,244845.85
1397,2011,3,79716.68
1397,2011,4,189359.25
1397,2011,5,203018.58
1397,2011,6,81635.5
1397,2011,7,108174.59
1397,2011,8,107108.01
1397,2011,9,151280.14
1397,2011,10,17814.81
1397,2011,11,167564.12
1397,2011,12,109524.98
1397,2012,1,372074
1397,2012,2,87418.9
1397,2012,3,185866.72
1397,2012,4,95526.34
1397,2012,5,4005.64
1397,2012,6,163371.25
1397,2012,7,166414.74
1397,2012,8,365125.41
1397,2012,9,98805.95
1397,2012,10,270734.07
1397,2012,11,106711.54
1397,2012,12,220374.92
1397,2013,1,53938.15
1397,2013,2,166986.5
1397,2013,3,166767.15
1397,2013,4,131664.71
1397,2013,5,228524.21
1397,2013,6,18644.84
1397,2013,7,145799.46
1398,2010,1,102739.34
1398,2010,2,221131.4
1398,2010,3,223590.86
1398,2010,4,96392.51
1398,2010,5,301404.62
1398,2010,6,210163.92
1398,2010,7,216486.83
1398,2010,8,166165.05
1398,2010,9,217317.04
1398,2010,10,127882.58
1398,2010,11,178310.24
1398,2010,12,179770.46
1398,2011,1,69498.28
1398,2011,2,83172.8
1398,2011,3,170345.37
1398,2011,4,167331.32
1398,2011,5,292678.14
1398,2011,6,132569.52
1398,2011,7,170772.09
1398,2011,8,86701.02
1398,2011,9,186863.44
1398,2011,10,78718.94
1398,2011,11,164495.04
1398,2011,12,195342.64
1398,2012,1,553447.19
1398,2012,2,97005.95
1398,2012,3,241859.11
1398,2012,4,286936.2
1398,2012,5,306569.46
1398,2012,6,166366.38
1398,2012,7,319365.3
1398,2012,8,163311.27
1398,2012,9,139280.95
1398,2012,10,195872.47
1398,2012,11,279773.08
1398,2012,12,286516.29
1398,2013,1,89629.15
1398,2013,2,154332.76
1398,2013,3,248073.9
1398,2013,4,206148.27
1398,2013,5,274514.93
1398,2013,6,236384.59
1398,2013,7,225381.71
1399,2011,11,293460.77
1399,2011,12,289535.38
1399,2012,1,480602.79
1399,2012,2,283091.06
1399,2012,3,105774.08
1399,2012,4,183821.4
1399,2012,5,460064.08
1399,2012,6,187111.44
1399,2012,7,356572.4
1399,2012,8,574975.8
1399,2012,9,349725.84
1399,2012,10,130361.2
1399,2012,11,450108.06
1399,2012,12,303034.27
1399,2013,1,921948.69
1399,2013,2,280775.36
1399,2013,3,200171.94
1399,2013,4,172562.75
1399,2013,5,486142.21
1399,2013,6,244155.1
1399,2013,7,332418.39
1401,2010,1,702462.19
1401,2010,2,704587.07
1401,2010,3,628529.06
1401,2010,4,638782.25
1401,2010,5,710641.69
1401,2010,6,759569.58
1401,2010,7,59787.5
1401,2010,8,97909.1
1401,2010,9,105326.6
1401,2010,10,50050.45
1401,2010,11,70477.15
1401,2010,12,95317.35
1401,2011,1,50430.1
1401,2011,2,86032
1401,2011,3,39056.6
1401,2011,4,57194.6
1401,2011,5,62752.45
1401,2011,6,138237.85
1401,2011,7,48951.3
1401,2011,8,105416.35
1401,2011,9,100056.2
1401,2011,11,65539
1401,2011,12,98379.8
1401,2012,1,84208
1401,2012,2,95753.72
1401,2012,3,74982.1
1401,2012,4,72865.3
1401,2012,5,92753.75
1401,2012,6,78648.54
1401,2012,7,107278.25
1401,2012,8,82020.05
1401,2012,9,90331.4
1401,2012,10,71505.35
1401,2012,11,65946.95
1401,2012,12,71361.25
1401,2013,1,69939.8
1401,2013,2,60035.8
1401,2013,3,91955.95
1401,2013,4,60956.85
1401,2013,5,122616.1
1401,2013,6,16372.25
1401,2013,7,171771.7
1402,2011,11,266428.59
1402,2011,12,401272.34
1402,2012,1,207418.37
1402,2012,2,344279.68
1402,2012,3,98299.65
1402,2012,4,256634.92
1402,2012,5,300976.24
1402,2012,6,179659.8
1402,2012,7,105302.63
1402,2012,8,430342.09
1402,2012,9,247234.96
1402,2012,10,147797.68
1402,2012,11,153027.45
1402,2012,12,182338.92
1402,2013,1,671020.7
1402,2013,2,198457.31
1402,2013,3,357376.83
1402,2013,4,251689.05
1402,2013,5,347025.79
1402,2013,6,164699.47
1402,2013,7,294430.91
1403,2010,10,398130.29
1403,2010,11,120049.45
1403,2010,12,139328.95
1403,2011,1,186468.1
1403,2011,2,121465.5
1403,2011,3,119427.7
1403,2011,4,102783.05
1403,2011,5,154680.85
1403,2011,6,407682.33
1403,2011,7,101010.75
1403,2011,8,270299.05
1403,2011,9,142584.2
1403,2011,10,212449.33
1403,2011,11,197332.3
1403,2011,12,552074.18
1403,2012,1,147548.8
1403,2012,2,243353.88
1403,2012,3,397699.32
1403,2012,4,296309.69
1403,2012,5,327327.84
1403,2012,6,227938.59
1403,2012,7,206220.59
1403,2012,8,254056.2
1403,2012,9,765118.63
1403,2012,10,138873.9
1403,2012,11,164910.85
1403,2012,12,189870.8
1403,2013,1,172210.9
1403,2013,2,150559.35
1403,2013,3,171760.75
1403,2013,4,201189.05
1403,2013,5,242142.5
1403,2013,6,214527.9
1403,2013,7,267189.15
1404,2013,3,685671.69
1404,2013,4,42211.95
1404,2013,5,90288.4
1404,2013,6,74851.75
1404,2013,7,73086.7
1405,2010,1,195278.38
1405,2010,2,197611.15
1405,2010,3,285077.78
1405,2010,4,213194.12
1405,2010,5,172360.96
1405,2010,6,190384.21
1405,2010,7,247103.25
1405,2010,8,259119.44
1405,2010,9,173908.45
1405,2010,10,155152
1405,2010,11,212204.99
1405,2010,12,167959.07
1405,2011,1,217151.53
1405,2011,2,230056.35
1405,2011,3,180449.5
1405,2011,4,166588.88
1405,2011,5,222188.85
1405,2011,6,205356.74
1405,2011,7,147219.98
1405,2011,8,194040.73
1405,2011,9,173973.85
1405,2011,10,133432.76
1405,2011,11,190913.48
1405,2011,12,254942.88
1405,2012,1,198857.75
1405,2012,2,219412.15
1405,2012,3,276827.79
1405,2012,4,239000.36
1405,2012,5,224249.3
1405,2012,6,351670.55
1405,2012,7,258371.84
1405,2012,8,217829.84
1405,2012,9,347030.3
1405,2012,10,258484.73
1405,2012,11,176157.03
1405,2012,12,237071.29
1405,2013,1,384689.02
1405,2013,2,530580.53
1405,2013,3,528298.26
1405,2013,4,493174.57
1405,2013,5,315422.46
1405,2013,6,574693.2
1405,2013,7,507819.67
1406,2010,1,75019.8
1406,2010,2,129700.04
1406,2010,3,113022.35
1406,2010,4,137296.87
1406,2010,5,150324.84
1406,2010,6,128244.85
1406,2010,7,110906.04
1406,2010,8,109393
1406,2010,9,101446.89
1406,2010,10,76765.18
1406,2010,11,52073.44
1406,2010,12,203274.44
1406,2011,1,102695.1
1406,2011,2,90382.69
1406,2011,3,135053.19
1406,2011,4,97325.23
1406,2011,5,46181.89
1406,2011,6,210132.87
1406,2011,7,48163.42
1406,2011,8,174494.28
1406,2011,9,119884.9
1406,2011,10,72126.58
1406,2011,11,107750.05
1406,2011,12,138367.75
1406,2012,1,50372.17
1406,2012,2,190104.78
1406,2012,3,69819.6
1406,2012,4,63196.21
1406,2012,5,123257.14
1406,2012,6,96252.21
1406,2012,7,103041.75
1406,2012,8,84432.21
1406,2012,9,251229.62
1406,2012,10,104866.82
1406,2012,11,101248.7
1406,2012,12,106609.21
1406,2013,1,57371.2
1406,2013,2,44864.3
1406,2013,3,101582.28
1406,2013,4,74516.76
1406,2013,5,61009.25
1406,2013,6,151306.12
1406,2013,7,209429.87
1407,2013,4,509618.01
1407,2013,5,53097.05
1407,2013,6,83302.45
1407,2013,7,67270.4
1408,2011,7,446187.73
1408,2011,8,122339
1408,2011,9,103689.6
1408,2011,10,504157.73
1408,2011,11,74493.65
1408,2011,12,172090.5
1408,2012,1,104075.75
1408,2012,2,64845.6
1408,2012,3,358103.4
1408,2012,4,497082.75
1408,2012,5,119501.25
1408,2012,6,105541.1
1408,2012,7,118570.6
1408,2012,8,100004.45
1408,2012,9,105672
1408,2012,10,476455.46
1408,2012,11,120194.57
1408,2012,12,124156.75
1408,2013,1,112916.1
1408,2013,2,119793.65
1408,2013,3,215670.15
1408,2013,4,73552.4
1408,2013,5,160166.8
1408,2013,6,140659.5
1408,2013,7,179585.1
1409,2010,1,121058.98
1409,2010,2,98658.39
1409,2010,3,133194.71
1409,2010,4,62218.97
1409,2010,5,15602.1
1409,2010,6,123917.36
1409,2010,7,215387.27
1409,2010,8,89658.01
1409,2010,9,132544.37
1409,2010,10,29186.33
1409,2010,11,80566.48
1409,2010,12,53883.37
1409,2011,1,35497.88
1409,2011,2,282216.02
1409,2011,3,66892.79
1409,2011,4,101403.01
1409,2011,5,22997.07
1409,2011,6,219546.68
1409,2011,7,94861.32
1409,2011,8,70474.97
1409,2011,9,118908.75
1409,2011,10,19420.91
1409,2011,11,105262.91
1409,2011,12,17937.37
1409,2012,2,16530.65
1409,2012,3,5270.28
1409,2012,4,37017.26
1409,2012,5,45934.56
1409,2012,6,284846.38
1409,2012,7,19521.14
1409,2012,8,101637.4
1409,2012,9,15930
1409,2012,10,16865.86
1409,2012,11,151552.47
1409,2012,12,8738.32
1409,2013,1,2470
1409,2013,2,17202.17
1409,2013,3,1694.82
1409,2013,4,3135
1409,2013,5,7577
1695,2011,12,205788.99
1695,2012,1,132283.46
1695,2012,2,421667.76
1695,2012,3,54674.66
1695,2012,4,90267.13
1695,2012,5,372596.15
1695,2012,6,232204.44
1695,2012,7,254567.57
1695,2012,8,359630.9
1695,2012,9,445312.72
1695,2012,10,368872.36
1695,2012,11,321176.3
1695,2012,12,322287.54
1695,2013,1,125441.58
1695,2013,2,208414.11
1695,2013,3,316487.57
1695,2013,4,104735.99
1695,2013,5,648156.73
1695,2013,6,436179.07
1695,2013,7,251829
1696,2011,12,515962.84
1696,2012,1,277413.7
1696,2012,2,525782.85
1696,2012,3,160108.35
1696,2012,4,218613.58
1696,2012,5,562139.65
1696,2012,6,645264.02
1696,2012,7,409494.55
1696,2012,8,130502.19
1696,2012,9,363232.52
1696,2012,10,310946.4
1696,2012,11,439235.23
1696,2012,12,558363.33
1696,2013,1,367683.17
1696,2013,2,454886.15
1696,2013,3,240997.6
1696,2013,4,166223.66
1696,2013,5,660755.7
1696,2013,6,230513.06
1696,2013,7,917940.4
1697,2010,1,109125.3
1697,2010,2,71290
1697,2010,3,118800.75
1697,2010,4,107076.05
1697,2010,5,130384.1
1697,2010,6,137686.4
1697,2010,7,111222.55
1697,2010,8,87748.2
1697,2010,9,140060.75
1697,2010,10,124771.64
1697,2010,11,72960.4
1697,2010,12,141537.15
1697,2011,1,483593.51
1697,2011,2,245717
1697,2011,3,212546.17
1697,2011,4,227273.45
1697,2011,5,400010.48
1697,2011,6,151103.13
1697,2011,7,209944.43
1697,2011,8,169677.84
1697,2011,9,172139.61
1697,2011,10,179645.76
1697,2011,11,656317.53
1697,2011,12,180210.98
1697,2012,1,175333.64
1697,2012,2,750220.45
1697,2012,3,320630.4
1697,2012,4,464708.58
1697,2012,5,327955.15
1697,2012,6,460715.69
1697,2012,7,162439.71
1697,2012,8,334663.04
1697,2012,9,346438.71
1697,2012,10,394713.84
1697,2012,11,251862.13
1697,2012,12,261783.51
1697,2013,1,175228.62
1697,2013,2,239123
1697,2013,3,489639.37
1697,2013,4,452883.91
1697,2013,5,363373.82
1697,2013,6,172422.2
1697,2013,7,124825.05
1698,2010,1,237870.25
1698,2010,2,190505.16
1698,2010,3,215887.59
1698,2010,4,153515.84
1698,2010,5,213883.32
1698,2010,6,258595.15
1698,2010,7,262412.65
1698,2010,8,194147.38
1698,2010,9,163041.65
1698,2010,10,231357.8
1698,2010,11,154745.65
1698,2010,12,195490.38
1698,2011,1,152104.98
1698,2011,2,180253.93
1698,2011,3,322058.6
1698,2011,4,308325.14
1698,2011,5,167393.82
1698,2011,6,249639.25
1698,2011,7,418543.47
1698,2011,8,250773.49
1698,2011,9,463793.97
1698,2011,10,268250.88
1698,2011,11,459437.83
1698,2011,12,353840.41
1698,2012,1,208956.85
1698,2012,2,326342.26
1698,2012,3,423354.13
1698,2012,4,219039.48
1698,2012,5,227064.22
1698,2012,6,267135.37
1698,2012,7,328557.08
1698,2012,8,340597.12
1698,2012,9,253955.51
1698,2012,10,464189.95
1698,2012,11,235536.64
1698,2012,12,339213.64
1698,2013,1,370015.92
1698,2013,2,352396.72
1698,2013,3,720691
1698,2013,4,479347.63
1698,2013,5,370038.48
1698,2013,6,410344.35
1698,2013,7,239823.4
1699,2010,1,95989.75
1699,2010,2,106756.51
1699,2010,3,174074.54
1699,2010,4,36442.3
1699,2010,5,51079.23
1699,2010,6,74437.37
1699,2010,7,155134.14
1699,2010,8,40044.81
1699,2010,9,86417.9
1699,2010,10,53244.95
1699,2010,11,32450.7
1699,2010,12,40727.15
1699,2011,1,101306.95
1699,2011,2,101005.42
1699,2011,3,146814.73
1699,2011,4,132548.13
1699,2011,5,60931.43
1699,2011,6,96237.08
1699,2011,7,103921.86
1699,2011,8,103651.62
1699,2011,9,98815.65
1699,2011,10,62069.07
1699,2011,11,77923.74
1699,2011,12,136414.68
1699,2012,1,263919.19
1699,2012,2,76944.11
1699,2012,3,69310.42
1699,2012,4,58938.04
1699,2012,5,108930.55
1699,2012,6,94031.01
1699,2012,7,117325.48
1699,2012,8,100640.14
1699,2012,9,113764.48
1699,2012,10,88408.34
1699,2012,11,126408.74
1699,2012,12,146066.51
1699,2013,1,435280.58
1699,2013,2,316354.9
1699,2013,3,270909.38
1699,2013,4,254507.15
1699,2013,5,244249.94
1699,2013,6,181838.49
1699,2013,7,110454.17
1700,2011,4,93797.12
1700,2011,5,103671.9
1700,2011,6,104102.45
1700,2011,7,110125.06
1700,2011,8,100961.19
1700,2011,9,94890.84
1700,2011,10,68299.34
1700,2011,11,150563.25
1700,2011,12,132477.04
1700,2012,1,65542.34
1700,2012,2,97049.39
1700,2012,3,135306.04
1700,2012,4,108494.21
1700,2012,5,185239.33
1700,2012,6,270180.81
1700,2012,7,144180.12
1700,2012,8,206975
1700,2012,9,144005.74
1700,2012,10,154208.2
1700,2012,11,216639.49
1700,2012,12,184525.53
1700,2013,1,252946.32
1700,2013,2,95623.82
1700,2013,3,86515.63
1700,2013,4,107134.25
1700,2013,5,186959.58
1700,2013,6,160554.62
1700,2013,7,151338
1701,2011,4,90055.91
1701,2011,5,60055.45
1701,2011,6,121842.07
1701,2011,7,107361.26
1701,2011,8,120812.03
1701,2011,9,93207.44
1701,2011,10,125873.97
1701,2011,11,79914.24
1701,2011,12,104906.2
1701,2012,1,74287.91
1701,2012,2,246344.84
1701,2012,3,40216.3
1701,2012,4,508829.14
1701,2012,5,148668.06
1701,2012,6,124818.68
1701,2012,7,298212.93
1701,2012,8,200043.66
1701,2012,9,89466
1701,2012,10,85507.75
1701,2012,11,110512.48
1701,2012,12,178701.84
1701,2013,1,81597.3
1701,2013,2,165403.2
1701,2013,3,328239.32
1701,2013,4,79452.27
1701,2013,5,179095.83
1701,2013,6,138875.71
1701,2013,7,248254.34
1702,2011,4,49353.79
1702,2011,5,279219.78
1702,2011,6,305601.62
1702,2011,7,93824
1702,2011,8,173186.23
1702,2011,9,186772.26
1702,2011,10,216817.66
1702,2011,11,219910.92
1702,2011,12,302384.89
1702,2012,1,93783.3
1702,2012,2,227763.15
1702,2012,3,353837.6
1702,2012,4,520724.35
1702,2012,5,536167.62
1702,2012,6,180782.34
1702,2012,7,33807.1
1702,2012,8,112984.8
1702,2012,9,391888.95
1702,2012,10,278274
1702,2012,11,150631.76
1702,2012,12,318915.81
1702,2013,1,914845.61
1702,2013,2,736283.14
1702,2013,3,366908.98
1702,2013,4,278146.46
1702,2013,5,108729.4
1702,2013,6,196679.97
1702,2013,7,97452.95
1703,2010,4,248415.58
1703,2010,5,253168.59
1703,2010,6,447003.14
1703,2010,7,319432.46
1703,2010,8,406218.28
1703,2010,9,271468.59
1703,2010,10,213036.52
1703,2010,11,445492.8
1703,2010,12,305064.32
1703,2011,1,108635.34
1703,2011,2,439226.8
1703,2011,3,218417.5
1703,2011,4,108847.35
1703,2011,5,189040.37
1703,2011,6,154920.19
1703,2011,7,96834.05
1703,2011,8,154435.75
1703,2011,9,127948.55
1703,2011,10,156525.21
1703,2011,11,144437.14
1703,2011,12,209471.88
1703,2012,1,73371.97
1703,2012,2,175831.43
1703,2012,3,277976.35
1703,2012,4,283265.22
1703,2012,5,352249.52
1703,2012,6,148645.43
1703,2012,7,187844.89
1703,2012,8,111536.05
1703,2012,9,110770.49
1703,2012,10,106764.15
1703,2012,11,64315.95
1703,2012,12,117210.28
1703,2013,1,148788.7
1703,2013,2,102807.35
1703,2013,3,193279.1
1703,2013,4,108569.65
1703,2013,5,90598.5
1703,2013,6,196808.85
1703,2013,7,178067.83
1704,2011,4,208252.79
1704,2011,5,94946.42
1704,2011,6,104159.5
1704,2011,7,277668.99
1704,2011,8,140350.57
1704,2011,9,245301.7
1704,2011,10,239057.91
1704,2011,11,243116.56
1704,2011,12,158294.76
1704,2012,1,315036.35
1704,2012,2,268649.62
1704,2012,3,184858.05
1704,2012,4,304400.35
1704,2012,5,236944.54
1704,2012,6,246549.15
1704,2012,7,265768.31
1704,2012,8,279484.99
1704,2012,9,104475.98
1704,2012,10,102920.13
1704,2012,11,134195.35
1704,2012,12,170298.09
1704,2013,1,349991.5
1704,2013,2,237881.06
1704,2013,3,188458.13
1704,2013,4,178129.5
1704,2013,5,313839.24
1704,2013,6,212164.65
1704,2013,7,272183.61
1705,2010,12,370799.38
1705,2011,1,268005.35
1705,2011,2,134694.29
1705,2011,3,429258.72
1705,2011,4,194980.54
1705,2011,5,81137.52
1705,2011,6,65338.73
1705,2011,7,168165.62
1705,2011,8,308175.41
1705,2011,9,125466.47
1705,2011,10,222029.05
1705,2011,11,235005.64
1705,2011,12,188267.8
1705,2012,1,305302.1
1705,2012,2,260138.92
1705,2012,3,307221.4
1705,2012,4,259384.53
1705,2012,5,242805.09
1705,2012,6,196582.81
1705,2012,7,215850.2
1705,2012,8,302021.36
1705,2012,9,156757.4
1705,2012,10,192924.21
1705,2012,11,133493.57
1705,2012,12,81692.87
1705,2013,1,153018.48
1705,2013,2,203269.71
1705,2013,3,234921.5
1705,2013,4,271738.55
1705,2013,5,137598.41
1705,2013,6,112723.5
1705,2013,7,197786.67
1707,2012,4,102100.41
1707,2012,5,372308.07
1707,2012,6,383683.74
1707,2012,7,57435.6
1707,2012,8,319484.49
1707,2012,9,596086.34
1707,2012,10,127324.78
1707,2012,11,314748.52
1707,2012,12,86485.98
1707,2013,1,476428.1
1707,2013,2,763569.75
1707,2013,3,178073.68
1707,2013,4,16074.06
1707,2013,5,451002.3
1707,2013,6,120070.07
1707,2013,7,170073.05
1708,2012,4,155928.33
1708,2012,5,83820.34
1708,2012,6,141190.89
1708,2012,7,109281.9
1708,2012,8,202068.92
1708,2012,9,251400.44
1708,2012,10,187976.69
1708,2012,11,152060.33
1708,2012,12,348096.67
1708,2013,1,228696.76
1708,2013,2,508283.11
1708,2013,3,120469.4
1708,2013,4,109409.91
1708,2013,5,185896.77
1708,2013,6,219781.73
1708,2013,7,221618.5
1709,2010,1,118400.84
1709,2010,2,119669.27
1756,2010,9,58526.25
1756,2010,10,136757.4
1756,2010,11,50253.5
1756,2010,12,93849.85
1756,2011,1,138172.9
1756,2011,2,139617.85
1756,2011,3,113546.8
1756,2011,4,81321.8
1756,2011,5,69240.95
1756,2011,6,268649.95
1756,2011,7,159622.15
1756,2011,8,105140.75
1756,2011,9,88938.7
1756,2011,10,79481.25
1756,2011,11,90895.05
1756,2011,12,138063.15
1756,2012,1,130641.17
1756,2012,2,103688.65
1756,2012,3,110003.9
1756,2012,4,90663.6
1756,2012,5,150419.5
1756,2012,6,91308.3
1756,2012,7,94313.71
1756,2012,8,84304.55
1756,2012,9,87313.63
1756,2012,10,139968.85
1756,2012,11,92925.95
1756,2012,12,122535.9
1756,2013,1,278785.6
1756,2013,2,174743.85
1756,2013,3,132293.8
1756,2013,4,126926.3
1756,2013,5,181889.3
1756,2013,6,200527.15
1756,2013,7,145234.65
1757,2010,1,215288.91
1757,2010,2,236387.99
1757,2010,3,293520.83
1757,2010,4,87068.65
1757,2010,5,288264.67
1757,2010,6,395879.3
1757,2010,7,381983.54
1757,2010,8,181417.14
1757,2010,9,131793.96
1757,2010,10,386364.81
1757,2010,11,163685.57
1757,2010,12,416451.06
1757,2011,1,330199.15
1757,2011,2,377842.05
1757,2011,3,447895.3
1757,2011,4,218606.02
1757,2011,5,332453.59
1757,2011,6,327283.33
1757,2011,7,279232
1757,2011,8,154901.02
1757,2011,9,413080.12
1757,2011,10,303162.08
1757,2011,11,391781.57
1757,2011,12,113247.4
1757,2012,1,84878.38
1757,2012,2,65564.47
1757,2012,3,450877.99
1757,2012,4,177558.1
1757,2012,5,161600.94
1757,2012,6,221211.83
1757,2012,7,85615.8
1757,2012,8,181077.42
1757,2012,9,78084.05
1757,2012,10,109334.35
1757,2012,11,64301.35
1757,2012,12,116192.62
1757,2013,1,498508.36
1757,2013,2,171817.9
1757,2013,3,542269.23
1757,2013,4,399015.59
1757,2013,5,178109.25
1757,2013,6,608136.32
1757,2013,7,179207.9
1758,2010,1,272082.21
1758,2010,2,150533.77
1758,2010,3,288338.47
1758,2010,4,260194.83
1758,2010,5,171438.59
1758,2010,6,288198.98
1758,2010,7,326856.49
1758,2010,8,306727.85
1758,2010,9,214124.44
1758,2010,10,243661.35
1758,2010,11,239217.6
1758,2010,12,258259.33
1758,2011,1,207107.39
1758,2011,2,246899.12
1758,2011,3,263028.3
1758,2011,4,382473.91
1758,2011,5,285411.01
1758,2011,6,463245.38
1758,2011,7,179174.41
1758,2011,8,399154.85
1758,2011,9,378406.62
1758,2011,10,247801.55
1758,2011,11,345816.56
1758,2011,12,160801.04
1758,2012,1,176545.66
1758,2012,2,79828.45
1758,2012,3,236481.78
1758,2012,4,129985.72
1758,2012,5,150870.35
1758,2012,6,86262.64
1758,2012,7,82003.05
1758,2012,8,147818.56
1758,2012,9,153262.1
1758,2012,10,69473.2
1758,2012,11,112446.65
1758,2012,12,140465.66
1758,2013,1,377162.14
1758,2013,2,165111.32
1758,2013,3,628103.64
1758,2013,4,499932.75
1758,2013,5,111891.45
1758,2013,6,329109.32
1758,2013,7,66952.55
1759,2010,1,185152.2
1759,2010,2,113333.5
1759,2010,3,145706.38
1759,2010,4,148573.83
1759,2010,5,112321.75
1759,2010,6,230508.07
1759,2010,7,69595.19
1759,2010,8,116180.91
1759,2010,9,93643.95
1759,2010,10,145899
1759,2010,11,80518.47
1759,2010,12,120664.55
1759,2011,1,80459.99
1759,2011,2,170432.66
1759,2011,3,235141.69
1759,2011,4,110731.95
1759,2011,5,86975.36
1759,2011,6,242780.62
1759,2011,7,94040.08
1759,2011,8,94108.64
1759,2011,9,124523.7
1759,2011,10,126527.04
1759,2011,11,107204.2
1759,2011,12,130844.26
1759,2012,1,174459.74
1759,2012,2,127110.61
1759,2012,3,123900.21
1759,2012,4,169817.2
1759,2012,5,148813.71
1759,2012,6,207403.03
1759,2012,7,96015.75
1759,2012,8,132672.57
1759,2012,9,173973.33
1759,2012,10,221305.86
1759,2012,11,126697.73
1759,2012,12,179931.52
1759,2013,1,91832.45
1759,2013,2,173300.6
1759,2013,3,220931.66
1759,2013,4,187080.38
1759,2013,5,185470.56
1759,2013,6,194029.83
1759,2013,7,195031.25
1760,2010,1,237936.64
1760,2010,2,266885.31
1760,2010,3,173983.92
1760,2010,4,227533.1
1760,2010,5,183267.31
1760,2010,6,105263.93
1760,2010,7,159031.13
1760,2010,8,143733.18
1760,2010,9,224783.63
1760,2010,10,133912.8
1760,2010,11,154334.11
1760,2010,12,185317.6
1760,2011,1,258958.57
1760,2011,2,234341.5
1760,2011,3,168033.23
1760,2011,4,209504.69
1760,2011,5,191217.3
1760,2011,6,235909.67
1760,2011,7,194255.3
1760,2011,8,215830.93
1760,2011,9,317670.7
1760,2011,10,238778.79
1760,2011,11,266889.38
1760,2011,12,274422.04
1760,2012,1,262908.64
